score,timestamp,url,username,env_id
15320.80 ± 162.77,2016-08-26 00:56:56.494087,https://gym.openai.com/evaluations/eval_LZqfv706SdOMtR4ZZIwIsg,ppwwyyxx,NameThisGame-v0
2353.80 ± 91.31,2016-04-24 22:37:26.236090,https://gym.openai.com/evaluations/eval_xQBdCANXTUOLHNcx2hq6mw,gdb,NameThisGame-v0
11377.00 ± 415.12,2016-08-16 20:26:49.570903,https://gym.openai.com/evaluations/eval_SqeAouMvR0icRivx2xprZg,ppwwyyxx,ElevatorAction-v0
2153.00 ± 495.59,2016-04-24 22:37:28.921447,https://gym.openai.com/evaluations/eval_1SZqXFTRyJEFdBMl7UA,gdb,ElevatorAction-v0
N/A,2016-05-01 07:48:40.609627,https://gym.openai.com/evaluations/eval_bsCsyWuQISUx1RlFIXdTA,gdisneyleugers,ElevatorAction-v0
34.20 ± 1.37,2016-08-16 02:07:41.814022,https://gym.openai.com/evaluations/eval_pPLCnFXsTVaayrIboDOs0g,ppwwyyxx,FishingDerby-v0
-93.18 ± 0.35,2016-04-24 22:38:11.219186,https://gym.openai.com/evaluations/eval_orLvudHZTweUOQ5hLIwyhA,gdb,FishingDerby-v0
N/A,2016-05-01 07:36:28.940247,https://gym.openai.com/evaluations/eval_wWuusMr6RUi7gyvaejBJg,gdisneyleugers,FishingDerby-v0
-134.48 ± 9.07,2017-08-01 06:48:19.122571,https://gym.openai.com/evaluations/eval_8fed5Yz2TLqtxcMBzKi9Wg,heerad,Pendulum-v0
760.07 ± 18.37,2017-07-17 02:29:02.231035,https://gym.openai.com/evaluations/eval_NiKaIN4NSUeEIvWqIgVDrA,ppwwyyxx,Breakout-v0
739.30 ± 18.43,2017-05-20 08:19:52.915843,https://gym.openai.com/evaluations/eval_CyVPHgs0S22DiZsWXoPFw,dgriff777,Breakout-v0
703.19 ± 19.52,2017-04-30 05:35:39.837521,https://gym.openai.com/evaluations/eval_OiRtMxrwSiOwnU1aGD5kCw,ppwwyyxx,Breakout-v0
663.63 ± 21.67,2017-04-22 23:03:50.326032,https://gym.openai.com/evaluations/eval_NQ6cZZXTR7y4EJQNV6HOA,fortunto2,Breakout-v0
422.90 ± 9.78,2017-07-04 15:14:54.358575,https://gym.openai.com/evaluations/eval_DKtoUiYuSESwmJOOUWekw,hiwonjoon,Breakout-v0
360.56 ± 12.72,2017-03-25 17:44:36.795693,https://gym.openai.com/evaluations/eval_LNLkYiPSoKqL87IwG1g,Shmuma,Breakout-v0
123.22 ± 9.52,2017-06-01 07:12:51.541920,https://gym.openai.com/evaluations/eval_egeY6GRCN7udtFwDjxA,kkweon,Breakout-v0
30.59 ± 1.56,2017-04-06 06:58:39.855123,https://gym.openai.com/evaluations/eval_PnbXlpV3RqyzovY8xk1aQ,1nadequacy,Breakout-v0
24.64 ± 1.47,2017-07-28 05:14:26.962572,https://gym.openai.com/evaluations/eval_09xbqsQpkTiziOx3KMA,ja3067,Breakout-v0
258.0,2017-05-20 20:20:22.678533,https://gym.openai.com/evaluations/eval_LW11hCcHQCONzszBT6uysA,siddpr,InvertedPendulum-v1
660.0,2017-07-25 00:52:13.683736,https://gym.openai.com/evaluations/eval_A3TjbgzvToKhlw6vqJKFg,pat-coady,InvertedPendulum-v1
663.0,2017-07-27 00:17:26.165342,https://gym.openai.com/evaluations/eval_6Nc7hKVLSUK3xsVcfC4ADA,pat-coady,InvertedPendulum-v1
697.0,2017-05-20 20:39:47.658317,https://gym.openai.com/evaluations/eval_nFEiWglETrue2wXQGLMHQ,siddpr,InvertedPendulum-v1
745.0,2016-12-05 04:14:10.797824,https://gym.openai.com/evaluations/eval_nOHtclDlTeCwkS7VbLj2Pw,clwillingham,InvertedPendulum-v1
6012.0,2016-11-17 05:27:33.279217,https://gym.openai.com/evaluations/eval_XV17MxasR9GmupaP5brTEQ,seba-1511,InvertedPendulum-v1
7658.0,2017-07-24 06:28:07.778576,https://gym.openai.com/evaluations/eval_szmwUr3BTZK1STZF1pJxqg,hyunjun529,InvertedPendulum-v1
140155.80 ± 12624.27,2016-08-16 04:26:31.097546,https://gym.openai.com/evaluations/eval_PWwzNhVFR2CxjYvEsPfT1g,ppwwyyxx,VideoPinball-v0
26641.87 ± 2779.91,2016-04-24 22:37:51.394340,https://gym.openai.com/evaluations/eval_8umZO6YPQUOS6ZgyTUtwKg,gdb,VideoPinball-v0
N/A,2016-05-01 07:40:50.078411,https://gym.openai.com/evaluations/eval_j4ysiHMhS9qSTca4tBvXyw,gdisneyleugers,VideoPinball-v0
4.34 ± 2.99,2016-05-07 15:33:25.787476,https://gym.openai.com/evaluations/eval_DFWdtrdSCikuZWwf8HN8A,tanemaki,Roulette-v0
1.70 ± 1.51,2016-05-07 19:24:50.810894,https://gym.openai.com/evaluations/eval_UFV16qbdTraYLs9HnKomQ,gdb,Roulette-v0
-0.83 ± 1.04,2016-04-24 22:38:02.857565,https://gym.openai.com/evaluations/eval_23e7umhxT2qqAoMM9m2RcA,gdb,Roulette-v0
5808.45 ± 337.28,2017-06-13 05:57:02.739897,https://gym.openai.com/evaluations/eval_K69ZjwAnSdOzN7lnUblqA,dgriff777,SpaceInvaders-v0
5582.50 ± 329.68,2017-06-11 19:27:54.101421,https://gym.openai.com/evaluations/eval_ugxqYA1QnGygifjBquq4w,dgriff777,SpaceInvaders-v0
4232.05 ± 210.61,2017-06-10 05:42:45.241142,https://gym.openai.com/evaluations/eval_bbfnihTxSDq3DJ05r0nYlg,dgriff777,SpaceInvaders-v0
3985.35 ± 302.84,2017-04-30 06:36:06.143523,https://gym.openai.com/evaluations/eval_F1C8O1qZSsyQyMqWSpxUuA,ppwwyyxx,SpaceInvaders-v0
384.80 ± 17.23,2017-03-30 00:28:33.762498,https://gym.openai.com/evaluations/eval_yXqf7GCQeSjx5fAnwq0Q,xinshuoweng,SpaceInvaders-v0
377.40 ± 16.28,2017-03-30 00:03:29.420642,https://gym.openai.com/evaluations/eval_rP2YFwuXRYCAq87GnGrewA,xinshuoweng,SpaceInvaders-v0
359.30 ± 14.76,2017-03-30 00:53:16.011554,https://gym.openai.com/evaluations/eval_v8IwHCjORzyRbJY7dMkrg,xinshuoweng,SpaceInvaders-v0
325.40 ± 12.77,2017-03-30 00:21:44.024171,https://gym.openai.com/evaluations/eval_wrR6feVgTSGbqjqxgBzeMg,xinshuoweng,SpaceInvaders-v0
283.15 ± 15.25,2017-03-30 00:43:31.893916,https://gym.openai.com/evaluations/eval_jJ5WrKGTEiHz4yDU3jPjw,xinshuoweng,SpaceInvaders-v0
275.70 ± 12.35,2017-03-30 00:49:46.185094,https://gym.openai.com/evaluations/eval_cnjdLKOT7SwxzS5554wQ,xinshuoweng,SpaceInvaders-v0
272.85 ± 17.03,2017-03-30 00:44:21.081857,https://gym.openai.com/evaluations/eval_2NcsoG4WT5S3VKot2oHhGA,xinshuoweng,SpaceInvaders-v0
265.60 ± 16.94,2017-03-30 00:05:24.455818,https://gym.openai.com/evaluations/eval_IrvI8uQwT6egsGQy3rL7w,xinshuoweng,SpaceInvaders-v0
262.85 ± 15.68,2017-03-29 23:58:47.524375,https://gym.openai.com/evaluations/eval_PtQ2dtXBRnaruUe0bs2Og,xinshuoweng,SpaceInvaders-v0
255.25 ± 16.58,2017-03-30 00:44:17.017538,https://gym.openai.com/evaluations/eval_86LDH00RE2gURqx90aw,xinshuoweng,SpaceInvaders-v0
248.40 ± 17.84,2017-03-30 00:22:36.982587,https://gym.openai.com/evaluations/eval_MpgFAG8rTsmJQWbogZ3Mzw,xinshuoweng,SpaceInvaders-v0
240.30 ± 17.06,2017-03-30 00:21:39.330572,https://gym.openai.com/evaluations/eval_96Usd2XgSMK5O7u5DqBhA,xinshuoweng,SpaceInvaders-v0
220.35 ± 8.86,2017-03-29 23:56:14.088784,https://gym.openai.com/evaluations/eval_PyZVW0AVRKmp6leT9ZTWIg,xinshuoweng,SpaceInvaders-v0
183.55 ± 13.19,2017-03-30 00:50:43.308178,https://gym.openai.com/evaluations/eval_7jFbd2ORGWuIL8HpLDRBw,xinshuoweng,SpaceInvaders-v0
180.00 ± 0.00,2017-03-30 00:12:31.432256,https://gym.openai.com/evaluations/eval_LjhY0VpoTgmKfp5DrEtfFg,xinshuoweng,SpaceInvaders-v0
180.00 ± 0.00,2017-03-30 00:10:36.638016,https://gym.openai.com/evaluations/eval_6F9rngp8SySGKCTpLEJNtw,xinshuoweng,SpaceInvaders-v0
111.0,2016-05-17 21:20:24.512413,https://gym.openai.com/evaluations/eval_KsY6dwn7QpuVCTt5YLaXA,blole,DuplicatedInput-v0
318.0,2016-10-17 20:25:53.569506,https://gym.openai.com/evaluations/eval_zepBNZmRNGlss9URiapA,colinmorris,DuplicatedInput-v0
3980.0,2016-09-30 18:05:04.285992,https://gym.openai.com/evaluations/eval_5PlrBv8wRNGI2J1lp3otUA,colinmorris,DuplicatedInput-v0
10199.0,2016-04-25 22:53:19.654523,https://gym.openai.com/evaluations/eval_6dr7m1ORAyiESxAOon3jQ,wojzaremba,DuplicatedInput-v0
17243.0,2016-04-26 03:07:40.642160,https://gym.openai.com/evaluations/eval_8gVhW6QR062bHnFa3M4vA,wojzaremba,DuplicatedInput-v0
N/A,2016-05-01 08:09:41.017443,https://gym.openai.com/evaluations/eval_c6GuGYjhSVCFTmZRuJev5w,gdisneyleugers,DuplicatedInput-v0
N/A,2016-04-24 22:37:24.387819,https://gym.openai.com/evaluations/eval_NSXTGbIPReHSTM00T65yg,gdb,DuplicatedInput-v0
18422.00 ± 757.23,2017-06-19 08:20:35.723532,https://gym.openai.com/evaluations/eval_dJjksNFuSGKPSYPv09JWdg,Guillem-db,Qbert-ram-v0
2727.00 ± 109.87,2016-08-09 19:52:43.562786,https://gym.openai.com/evaluations/eval_zIeNk5MxSGOmvGEUxrZDUw,ppwwyyxx,AirRaid-v0
639.25 ± 46.88,2016-04-24 22:37:22.694469,https://gym.openai.com/evaluations/eval_JwmbKjd2QUSGx6xbqG8azg,gdb,AirRaid-v0
470.75 ± 25.23,2016-05-03 14:16:14.982505,https://gym.openai.com/evaluations/eval_sG25QUm5SImJAN0m9nZqQ,justheuristic,AirRaid-v0
245.00 ± 18.44,2016-04-30 12:03:50.331291,https://gym.openai.com/evaluations/eval_qXkbOOEOSZ6lBq8FKXHOEQ,justheuristic,AirRaid-v0
N/A,2016-05-01 07:05:08.259394,https://gym.openai.com/evaluations/eval_YODdQEATz2xpUzF0RNg,gdisneyleugers,AirRaid-v0
N/A,2016-05-01 07:03:45.483942,https://gym.openai.com/evaluations/eval_EGQzqdw4RUeBPkqXh6cQLA,gdisneyleugers,AirRaid-v0
N/A,2016-04-29 22:49:39.771267,https://gym.openai.com/evaluations/eval_IGAcUaxRSSHz7RUCgwX9w,justheuristic,AirRaid-v0
6100.47 ± 135.51,2016-08-22 22:14:34.399399,https://gym.openai.com/evaluations/eval_dfOS2WzhTh6sn1FuPS9HA,ppwwyyxx,Krull-v0
1654.66 ± 49.69,2016-04-24 22:37:11.350896,https://gym.openai.com/evaluations/eval_Ic97hPnRueaPaoMjYpWA,gdb,Krull-v0
14185.50 ± 170.09,2016-08-23 01:17:55.570750,https://gym.openai.com/evaluations/eval_OU4x3DkTfm4uaXy6CIaXg,ppwwyyxx,Riverraid-v0
1839.90 ± 19.37,2017-03-10 06:38:30.181821,https://gym.openai.com/evaluations/eval_wvCQNYRe6ibsIceLMqQ,Shmuma,Riverraid-v0
1590.00 ± 33.04,2017-04-21 01:05:30.337692,https://gym.openai.com/evaluations/eval_dkgb3BKUTRWB45YZMJSDew,israelzuniga,Riverraid-v0
1584.10 ± 40.98,2016-04-24 22:38:04.900760,https://gym.openai.com/evaluations/eval_zM7RRAr1Q4CyoxtjKaynZA,gdb,Riverraid-v0
N/A,2016-05-01 07:56:02.932417,https://gym.openai.com/evaluations/eval_KloEOGIUT1GqfimMN5Gt7Q,gdisneyleugers,Riverraid-v0
6540.00 ± 207.07,2016-08-25 22:42:29.511850,https://gym.openai.com/evaluations/eval_TNJiLB8fTqOPfvINnPXoQ,ppwwyyxx,Kangaroo-v0
68.00 ± 13.78,2016-04-24 22:37:34.038838,https://gym.openai.com/evaluations/eval_kw7NK9GTQQqnY3dsVkGHbA,gdb,Kangaroo-v0
